date,transaction_type,category,amount
2021-01-09,expense,Payment,5166.12
2021-01-09,expense,Payment,2032.63
2021-01-09,expense,Payment,3594.87
2021-01-09,expense,Cash_out,269380.51
2021-01-09,expense,Payment,10867.25
2021-01-09,income,Cash_in,27074.98
2021-01-09,expense,Transfer,2007222.22
2021-01-09,income,Cash_in,302606.21
2021-01-09,expense,Payment,11456.5
2021-01-09,expense,Cash_out,184753.29
2021-01-09,expense,Cash_out,416412.35
2021-01-09,expense,Payment,17943.08
2021-01-09,expense,Cash_out,310150.32
2021-01-09,expense,Payment,33179.68
2021-01-09,expense,Transfer,3076524.59
2021-01-09,expense,Payment,5414.75
2021-01-09,expense,Cash_out,96319.52
2021-01-09,expense,Payment,18937.94
2021-01-09,expense,Transfer,232542.71
2021-01-09,expense,Cash_out,38009.62
2021-01-09,expense,Cash_out,69928.5
2021-01-09,expense,Transfer,1278489.25
2021-01-09,expense,Cash_out,203115.51
2021-01-09,expense,Payment,19191.29
2021-01-09,income,Cash_in,229126.4
2021-01-09,expense,Payment,6532.31
2021-01-09,expense,Payment,5259.44
2021-01-09,expense,Transfer,1470533.72
2021-01-09,expense,Cash_out,51474.33
2021-01-09,expense,Payment,707.2
2021-01-09,expense,Payment,4725.83
2021-01-09,expense,Payment,1545.32
2021-01-09,expense,Payment,27978.84
2021-01-09,expense,Cash_out,50870.5
2021-01-09,expense,Cash_out,499386.59
2021-01-09,expense,Cash_out,73947.1
2021-01-09,expense,Payment,13253.43
2021-01-09,expense,Payment,9830.38
2021-01-09,expense,Payment,27955.63
2021-01-09,expense,Cash_out,223206.57
2021-01-09,expense,Transfer,1343728.53
2021-01-09,expense,Cash_out,202127.15
2021-01-09,expense,Payment,28316.59
2021-01-09,expense,Payment,17005.18
2021-01-09,expense,Payment,5176.41
2021-01-09,expense,Payment,4911.1
2021-01-09,income,Cash_in,67702.12
2021-01-09,expense,Cash_out,41822.23
2021-01-09,expense,Payment,5629.32
2021-01-09,income,Cash_in,58568.91
2021-01-09,expense,Cash_out,22194.89
2021-01-09,expense,Cash_out,182833.22
2021-01-09,income,Cash_in,29712.09
2021-01-09,expense,Cash_out,194972.38
2021-01-09,expense,Payment,17563.55
2021-01-09,expense,Transfer,632350.43
2021-01-09,expense,Cash_out,415102.78
2021-01-09,expense,Payment,16966.79
2021-01-09,expense,Payment,12802.98
2021-01-09,expense,Transfer,1479078.98
2021-01-09,expense,Payment,3848.79
2021-01-09,income,Cash_in,161010.44
2021-01-09,expense,Payment,5098.92
2021-01-09,expense,Payment,11071.93
2021-01-09,expense,Payment,14265.53
2021-01-09,expense,Payment,30987.93
2021-01-09,expense,Payment,2487.64
2021-01-09,expense,Payment,9868.76
2021-01-09,expense,Payment,8180.01
2021-01-09,expense,Payment,8493.86
2021-01-09,expense,Payment,12259.98
2021-01-09,expense,Payment,7384.61
2021-01-09,expense,Payment,8014.99
2021-01-09,expense,Payment,16255.97
2021-01-09,expense,Payment,5145.38
2021-01-09,expense,Payment,14589.01
2021-01-09,expense,Payment,14265.58
2021-01-09,expense,Payment,6760.9
2021-01-09,expense,Payment,2298.19
2021-01-09,expense,Cash_out,378526.73
2021-01-09,expense,Payment,18198.37
2021-01-09,expense,Payment,27757.61
2021-01-09,expense,Payment,16265.97
2021-01-09,income,Cash_in,87629.56
2021-01-09,expense,Payment,28137.68
2021-01-09,expense,Transfer,1509453.77
2021-01-09,expense,Cash_out,124047.59
2021-01-09,expense,Cash_out,42250.03
2021-01-09,expense,Transfer,413009.92
2021-01-09,expense,Transfer,866965.71
2021-01-09,expense,Transfer,1399094.51
2021-01-09,expense,Transfer,412234.28
2021-01-09,expense,Transfer,388948.85
2021-01-09,expense,Transfer,502754.7
2021-01-09,expense,Transfer,1637314.75
2021-01-09,expense,Transfer,314822.51
2021-01-09,expense,Transfer,462296.68
2021-01-09,expense,Transfer,707378.59
2021-01-09,expense,Transfer,1171335.45
2021-01-09,expense,Transfer,51677.79
2021-01-09,expense,Transfer,78133.82
2021-01-09,expense,Transfer,322841.0
2021-01-09,expense,Transfer,171078.62
2021-01-09,expense,Payment,12431.92
2021-01-09,income,Cash_in,206948.01
2021-01-09,expense,Payment,721.14
2021-01-09,expense,Cash_out,340467.52
2021-01-09,expense,Cash_out,318052.51
2021-01-09,expense,Cash_out,264575.98
2021-01-09,expense,Payment,7667.53
2021-01-09,expense,Cash_out,312073.14
2021-01-09,expense,Cash_out,5128.37
2021-01-09,expense,Cash_out,246133.5
2021-01-09,expense,Cash_out,95743.64
2021-01-09,expense,Cash_out,244741.38
2021-01-09,expense,Cash_out,26957.07
2021-01-09,expense,Cash_out,226746.75
2021-01-09,expense,Cash_out,121565.5
2021-01-09,expense,Cash_out,33539.88
2021-01-09,expense,Cash_out,170983.97
2021-01-09,expense,Cash_out,173102.71
2021-01-09,expense,Cash_out,109673.98
2021-01-09,expense,Cash_out,189559.35
2021-01-09,expense,Cash_out,1886.9
2021-01-09,expense,Cash_out,55399.11
2021-01-09,expense,Cash_out,113535.97
2021-01-09,expense,Payment,7873.58
2021-01-09,expense,Payment,20881.16
2021-01-09,expense,Payment,6498.22
2021-01-09,expense,Payment,181.81
2021-01-09,income,Cash_in,166396.71
2021-01-09,expense,Payment,21723.75
2021-01-09,expense,Cash_out,577896.41
2021-01-09,expense,Cash_out,133469.98
2021-01-09,expense,Payment,19204.4
2021-01-09,expense,Payment,5089.46
2021-01-09,expense,Cash_out,517946.01
2021-01-09,expense,Transfer,372382.29
2021-01-09,expense,Cash_out,25551.21
2021-01-09,expense,Transfer,1103268.17
2021-01-09,expense,Transfer,76110.08
2021-01-09,expense,Transfer,1320077.68
2021-01-09,expense,Transfer,593263.34
2021-01-09,expense,Transfer,1138442.01
2021-01-09,expense,Transfer,187996.2
2021-01-09,expense,Transfer,535435.54
2021-01-09,expense,Transfer,868355.71
2021-01-09,expense,Transfer,624962.75
2021-01-09,expense,Transfer,80705.77
2021-01-09,expense,Transfer,399709.52
2021-01-09,expense,Transfer,289970.0
2021-01-09,expense,Transfer,163480.06
2021-01-09,expense,Transfer,341002.77
2021-01-09,expense,Transfer,402151.84
2021-01-09,expense,Transfer,61975.65
2021-01-09,expense,Transfer,76629.36
2021-01-09,expense,Transfer,63348.64
2021-01-09,expense,Transfer,521326.42
2021-01-09,expense,Transfer,391002.35
2021-01-09,expense,Transfer,285667.88
2021-01-09,expense,Transfer,302328.51
2021-01-09,expense,Transfer,2064471.44
2021-01-09,expense,Transfer,50460.02
2021-01-09,income,Cash_in,236161.68
2021-01-09,expense,Cash_out,209860.6
2021-01-09,expense,Debit,384.93
2021-01-09,expense,Cash_out,514626.75
2021-01-09,expense,Cash_out,353199.21
2021-01-09,expense,Payment,12112.59
2021-01-09,expense,Transfer,365832.77
2021-01-09,expense,Debit,7394.11
