date,transaction_type,category,amount
2021-01-07,income,Cash_in,868684.99
2021-01-07,income,Cash_in,29010.6
2021-01-07,income,Cash_in,14809.24
2021-01-07,income,Cash_in,97806.47
2021-01-07,expense,Payment,5385.54
2021-01-07,expense,Payment,14439.4
2021-01-07,expense,Cash_out,178514.46
2021-01-07,expense,Payment,599.0
2021-01-07,income,Cash_in,131892.09
2021-01-07,expense,Transfer,585116.33
2021-01-07,expense,Payment,2136.5
2021-01-07,expense,Transfer,914938.38
2021-01-07,expense,Payment,3005.72
2021-01-07,income,Cash_in,132499.75
2021-01-07,expense,Payment,203.52
2021-01-07,expense,Transfer,547982.86
2021-01-07,expense,Payment,5610.22
2021-01-07,expense,Debit,1839.45
2021-01-07,expense,Payment,7162.79
2021-01-07,expense,Payment,14060.49
2021-01-07,expense,Transfer,740455.48
2021-01-07,expense,Payment,12880.69
2021-01-07,expense,Payment,8282.81
2021-01-07,expense,Cash_out,239692.36
2021-01-07,expense,Transfer,77606.35
2021-01-07,expense,Payment,7054.83
2021-01-07,expense,Transfer,85459.53
2021-01-07,expense,Debit,4270.25
2021-01-07,expense,Payment,7624.65
2021-01-07,expense,Payment,2375.97
2021-01-07,expense,Payment,4270.36
2021-01-07,expense,Payment,41749.41
2021-01-07,expense,Payment,1561.11
2021-01-07,expense,Payment,14734.61
2021-01-07,expense,Payment,12443.21
2021-01-07,expense,Payment,3727.23
2021-01-07,expense,Payment,10.48
2021-01-07,expense,Payment,10131.78
2021-01-07,expense,Payment,1713.7
2021-01-07,expense,Transfer,287284.26
2021-01-07,expense,Payment,8170.1
2021-01-07,expense,Payment,4702.01
2021-01-07,expense,Payment,1519.45
2021-01-07,expense,Payment,3036.06
2021-01-07,expense,Payment,4259.68
2021-01-07,expense,Payment,5435.84
2021-01-07,expense,Payment,3232.99
2021-01-07,expense,Payment,10110.26
2021-01-07,expense,Payment,16807.66
2021-01-07,expense,Payment,7670.1
2021-01-07,expense,Payment,16913.76
2021-01-07,expense,Payment,2077.39
2021-01-07,expense,Payment,12917.05
2021-01-07,expense,Payment,10752.66
2021-01-07,expense,Payment,6069.86
2021-01-07,income,Cash_in,141256.14
2021-01-07,expense,Payment,2402.8
2021-01-07,expense,Payment,2826.25
2021-01-07,expense,Cash_out,193646.29
2021-01-07,expense,Payment,6314.93
2021-01-07,expense,Transfer,1306489.06
2021-01-07,expense,Transfer,2576294.8
2021-01-07,expense,Transfer,1675530.06
2021-01-07,expense,Transfer,1757588.0
2021-01-07,expense,Transfer,12717.38
2021-01-07,expense,Transfer,553290.0
2021-01-07,expense,Transfer,323892.84
2021-01-07,expense,Transfer,1632164.9
2021-01-07,expense,Payment,3814.15
2021-01-07,expense,Payment,11887.32
2021-01-07,expense,Transfer,334334.42
2021-01-07,expense,Payment,215.05
2021-01-07,expense,Payment,6382.19
2021-01-07,expense,Transfer,498910.36
2021-01-07,expense,Transfer,1322921.3
2021-01-07,expense,Transfer,1168723.46
2021-01-07,expense,Transfer,423316.32
2021-01-07,expense,Transfer,428331.88
2021-01-07,expense,Transfer,913805.64
2021-01-07,expense,Transfer,792727.79
2021-01-07,expense,Transfer,997659.79
2021-01-07,expense,Transfer,152351.18
2021-01-07,expense,Transfer,611874.69
2021-01-07,expense,Transfer,391868.6
2021-01-07,expense,Payment,1376.57
2021-01-07,expense,Payment,1434.08
2021-01-07,expense,Cash_out,248605.85
2021-01-07,expense,Payment,4566.06
2021-01-07,expense,Payment,4734.66
2021-01-07,expense,Payment,6228.16
2021-01-07,expense,Payment,10283.64
2021-01-07,expense,Payment,3905.77
2021-01-07,expense,Payment,4079.46
2021-01-07,expense,Cash_out,138456.64
2021-01-07,expense,Payment,6072.7
2021-01-07,expense,Payment,10777.16
2021-01-07,expense,Payment,19591.87
2021-01-07,expense,Transfer,518041.64
2021-01-07,expense,Payment,14851.49
2021-01-07,expense,Payment,15915.1
2021-01-07,expense,Payment,12887.33
2021-01-07,expense,Payment,3182.69
2021-01-07,expense,Payment,3656.12
2021-01-07,expense,Payment,9311.9
2021-01-07,expense,Payment,6205.12
2021-01-07,expense,Payment,3393.07
2021-01-07,expense,Payment,8071.86
2021-01-07,expense,Payment,7550.59
2021-01-07,expense,Payment,665.74
2021-01-07,expense,Cash_out,84096.66
2021-01-07,expense,Cash_out,200773.62
2021-01-07,expense,Cash_out,113261.2
2021-01-07,expense,Cash_out,60467.94
2021-01-07,expense,Cash_out,133988.46
2021-01-07,expense,Cash_out,75157.07
2021-01-07,expense,Cash_out,114482.31
2021-01-07,expense,Cash_out,578580.68
2021-01-07,expense,Cash_out,4036.83
2021-01-07,expense,Cash_out,109261.69
2021-01-07,expense,Cash_out,5746.92
2021-01-07,expense,Cash_out,296590.49
2021-01-07,expense,Cash_out,62068.94
2021-01-07,expense,Cash_out,132361.54
2021-01-07,expense,Cash_out,150082.76
2021-01-07,expense,Cash_out,156103.3
2021-01-07,expense,Cash_out,65619.81
2021-01-07,expense,Cash_out,123472.0
2021-01-07,expense,Cash_out,32123.83
2021-01-07,expense,Cash_out,37027.98
2021-01-07,expense,Cash_out,125535.62
2021-01-07,expense,Cash_out,114355.57
2021-01-07,expense,Cash_out,227897.04
2021-01-07,expense,Cash_out,303393.13
2021-01-07,expense,Cash_out,50090.81
2021-01-07,expense,Cash_out,128353.55
2021-01-07,expense,Cash_out,191484.93
2021-01-07,expense,Cash_out,183655.61
2021-01-07,expense,Cash_out,290908.18
2021-01-07,expense,Cash_out,474349.67
2021-01-07,expense,Cash_out,249361.32
2021-01-07,expense,Cash_out,140215.27
2021-01-07,expense,Cash_out,44265.45
2021-01-07,expense,Cash_out,328596.61
2021-01-07,expense,Cash_out,7203.57
2021-01-07,expense,Cash_out,139237.68
2021-01-07,expense,Cash_out,164890.89
2021-01-07,expense,Cash_out,16181.01
2021-01-07,expense,Cash_out,13305.52
2021-01-07,expense,Cash_out,132516.81
2021-01-07,expense,Cash_out,208855.95
2021-01-07,expense,Cash_out,129635.19
2021-01-07,expense,Cash_out,174535.28
2021-01-07,expense,Cash_out,14863.78
