date,transaction_type,category,amount
2021-01-09,expense,Payment,11487.92
2021-01-09,expense,Payment,22411.69
2021-01-09,expense,Payment,12305.16
2021-01-09,expense,Payment,41492.92
2021-01-09,expense,Payment,6694.9
2021-01-09,expense,Payment,837.49
2021-01-09,expense,Payment,7941.93
2021-01-09,expense,Payment,24.9
2021-01-09,expense,Payment,7001.58
2021-01-09,expense,Payment,19870.08
2021-01-09,expense,Payment,10776.32
2021-01-09,expense,Payment,7399.76
2021-01-09,expense,Payment,1481.83
2021-01-09,expense,Payment,780.11
2021-01-09,expense,Payment,10021.67
2021-01-09,expense,Payment,12375.57
2021-01-09,expense,Payment,23790.43
2021-01-09,expense,Cash_out,170228.74
2021-01-09,expense,Cash_out,176105.09
2021-01-09,expense,Transfer,2008218.5
2021-01-09,expense,Cash_out,113976.1
2021-01-09,expense,Cash_out,233366.37
2021-01-09,expense,Cash_out,350665.85
2021-01-09,expense,Cash_out,334589.54
2021-01-09,expense,Cash_out,391518.86
2021-01-09,expense,Cash_out,555617.34
2021-01-09,expense,Cash_out,96297.86
2021-01-09,expense,Cash_out,288354.45
2021-01-09,expense,Cash_out,368350.31
2021-01-09,expense,Cash_out,48558.63
2021-01-09,expense,Cash_out,98737.05
2021-01-09,expense,Cash_out,6509.71
2021-01-09,expense,Cash_out,131667.21
2021-01-09,expense,Cash_out,32155.67
2021-01-09,expense,Cash_out,226626.32
2021-01-09,expense,Cash_out,414936.73
2021-01-09,expense,Cash_out,8631.35
2021-01-09,expense,Cash_out,599.53
2021-01-09,expense,Cash_out,180094.54
2021-01-09,expense,Cash_out,166854.06
2021-01-09,expense,Cash_out,218367.18
2021-01-09,expense,Cash_out,357053.76
2021-01-09,expense,Cash_out,128236.99
2021-01-09,expense,Cash_out,373952.06
2021-01-09,expense,Cash_out,287485.25
2021-01-09,expense,Cash_out,410925.84
2021-01-09,expense,Cash_out,444826.6
2021-01-09,expense,Cash_out,177501.26
2021-01-09,expense,Cash_out,610560.84
2021-01-09,expense,Cash_out,31311.75
2021-01-09,expense,Cash_out,39647.12
2021-01-09,expense,Cash_out,182040.0
2021-01-09,income,Cash_in,418834.36
2021-01-09,expense,Cash_out,121733.9
2021-01-09,expense,Cash_out,416554.42
2021-01-09,income,Cash_in,22171.58
2021-01-09,income,Cash_in,223740.89
2021-01-09,expense,Cash_out,61842.19
2021-01-09,expense,Cash_out,107657.87
2021-01-09,expense,Payment,7060.9
2021-01-09,income,Cash_in,360774.64
2021-01-09,expense,Transfer,834391.32
2021-01-09,expense,Cash_out,171506.62
2021-01-09,expense,Cash_out,242115.78
2021-01-09,expense,Cash_out,323682.53
2021-01-09,expense,Transfer,1523153.07
2021-01-09,expense,Transfer,343921.67
2021-01-09,expense,Cash_out,118441.79
2021-01-09,expense,Payment,473.75
2021-01-09,expense,Cash_out,197093.76
2021-01-09,expense,Payment,18711.05
2021-01-09,expense,Cash_out,267224.98
2021-01-09,expense,Payment,20647.55
2021-01-09,expense,Cash_out,154131.93
2021-01-09,expense,Payment,5947.96
2021-01-09,income,Cash_in,204492.75
2021-01-09,expense,Payment,2084.73
2021-01-09,expense,Payment,11651.88
2021-01-09,expense,Payment,27051.58
2021-01-09,expense,Cash_out,206227.17
2021-01-09,expense,Cash_out,542955.08
2021-01-09,expense,Payment,5317.8
2021-01-09,expense,Cash_out,129894.57
2021-01-09,expense,Payment,8134.66
2021-01-09,expense,Payment,7947.12
2021-01-09,income,Cash_in,104583.49
2021-01-09,expense,Payment,2368.43
2021-01-09,expense,Cash_out,212488.5
2021-01-09,expense,Transfer,1415483.41
2021-01-09,expense,Payment,9629.69
2021-01-09,income,Cash_in,274918.87
2021-01-09,expense,Payment,5641.84
2021-01-09,income,Cash_in,385936.82
2021-01-09,expense,Transfer,189506.78
2021-01-09,income,Cash_in,313626.75
2021-01-09,income,Cash_in,33051.65
2021-01-09,expense,Payment,16557.41
2021-01-09,expense,Payment,8845.84
2021-01-09,expense,Cash_out,421368.99
2021-01-09,expense,Payment,26720.82
2021-01-09,expense,Payment,17704.71
2021-01-09,expense,Payment,13035.43
2021-01-09,expense,Payment,19324.56
2021-01-09,expense,Cash_out,237299.17
2021-01-09,expense,Cash_out,265284.97
2021-01-09,expense,Cash_out,137659.72
2021-01-09,expense,Payment,20322.32
2021-01-09,income,Cash_in,191593.39
2021-01-09,expense,Payment,4619.27
2021-01-09,expense,Payment,16757.02
2021-01-09,expense,Payment,10573.19
2021-01-09,income,Cash_in,177711.53
2021-01-09,expense,Cash_out,109145.03
2021-01-09,expense,Cash_out,129269.44
2021-01-09,expense,Cash_out,155915.57
2021-01-09,expense,Cash_out,21701.68
2021-01-09,expense,Payment,8228.93
2021-01-09,expense,Payment,18974.86
2021-01-09,expense,Payment,5427.3
2021-01-09,expense,Payment,17120.08
2021-01-09,expense,Cash_out,106779.65
2021-01-09,expense,Transfer,1145625.47
2021-01-09,expense,Payment,435.89
2021-01-09,expense,Cash_out,16217.12
2021-01-09,expense,Payment,11880.78
2021-01-09,expense,Payment,13109.68
2021-01-09,expense,Payment,25072.57
2021-01-09,expense,Transfer,1065487.96
2021-01-09,expense,Payment,8544.47
2021-01-09,expense,Payment,19450.92
2021-01-09,expense,Transfer,1657273.86
2021-01-09,expense,Payment,1067.03
2021-01-09,expense,Cash_out,134969.02
2021-01-09,expense,Cash_out,100370.72
2021-01-09,expense,Payment,13890.68
2021-01-09,expense,Payment,26823.54
2021-01-09,expense,Payment,9378.37
2021-01-09,expense,Payment,12112.55
2021-01-09,expense,Payment,6700.22
2021-01-09,expense,Payment,1463.15
2021-01-09,expense,Payment,15538.97
2021-01-09,expense,Payment,22833.68
2021-01-09,expense,Payment,12319.09
2021-01-09,expense,Payment,10042.85
2021-01-09,expense,Payment,4875.67
2021-01-09,expense,Payment,6425.48
2021-01-09,expense,Payment,88.22
2021-01-09,expense,Payment,15194.31
2021-01-09,expense,Payment,28571.29
2021-01-09,expense,Payment,17633.81
2021-01-09,expense,Payment,3277.64
2021-01-09,expense,Payment,237.53
2021-01-09,expense,Payment,4497.34
2021-01-09,expense,Payment,3347.07
2021-01-09,expense,Payment,17317.34
2021-01-09,expense,Payment,2455.43
2021-01-09,expense,Payment,50043.62
2021-01-09,expense,Cash_out,314743.02
2021-01-09,expense,Payment,299.43
2021-01-09,expense,Payment,5529.67
2021-01-09,expense,Payment,7157.58
2021-01-09,expense,Cash_out,20764.87
2021-01-09,expense,Cash_out,10784.43
2021-01-09,expense,Cash_out,23603.55
2021-01-09,expense,Cash_out,52322.1
2021-01-09,expense,Cash_out,33171.05
2021-01-09,expense,Cash_out,255196.61
2021-01-09,expense,Payment,11396.18
2021-01-09,income,Cash_in,185535.74
