date,transaction_type,category,amount
2021-01-08,income,Cash_in,171982.06
2021-01-08,income,Cash_in,25937.04
2021-01-08,income,Cash_in,34323.55
2021-01-08,income,Cash_in,118362.48
2021-01-08,income,Cash_in,361927.42
2021-01-08,income,Cash_in,210540.87
2021-01-08,income,Cash_in,799149.76
2021-01-08,income,Cash_in,42924.87
2021-01-08,income,Cash_in,5427.52
2021-01-08,income,Cash_in,49713.7
2021-01-08,income,Cash_in,199747.63
2021-01-08,income,Cash_in,58969.78
2021-01-08,income,Cash_in,104038.31
2021-01-08,income,Cash_in,154122.83
2021-01-08,income,Cash_in,156761.77
2021-01-08,income,Cash_in,244613.51
2021-01-08,income,Cash_in,239211.59
2021-01-08,income,Cash_in,236471.02
2021-01-08,income,Cash_in,391636.58
2021-01-08,income,Cash_in,315298.36
2021-01-08,income,Cash_in,230175.72
2021-01-08,income,Cash_in,172495.71
2021-01-08,income,Cash_in,187085.07
2021-01-08,income,Cash_in,172865.19
2021-01-08,income,Cash_in,252196.55
2021-01-08,income,Cash_in,137038.08
2021-01-08,income,Cash_in,235185.75
2021-01-08,income,Cash_in,13857.56
2021-01-08,income,Cash_in,36287.32
2021-01-08,income,Cash_in,52144.18
2021-01-08,income,Cash_in,153612.19
2021-01-08,income,Cash_in,55795.08
2021-01-08,income,Cash_in,121191.86
2021-01-08,income,Cash_in,24479.2
2021-01-08,income,Cash_in,55482.57
2021-01-08,income,Cash_in,70885.9
2021-01-08,income,Cash_in,83530.08
2021-01-08,income,Cash_in,66946.12
2021-01-08,income,Cash_in,93886.99
2021-01-08,income,Cash_in,121916.32
2021-01-08,income,Cash_in,132610.87
2021-01-08,income,Cash_in,197010.69
2021-01-08,income,Cash_in,40126.86
2021-01-08,income,Cash_in,144621.41
2021-01-08,income,Cash_in,189967.58
2021-01-08,income,Cash_in,109742.31
2021-01-08,income,Cash_in,96869.52
2021-01-08,income,Cash_in,177561.94
2021-01-08,income,Cash_in,49875.66
2021-01-08,income,Cash_in,381736.66
2021-01-08,income,Cash_in,405112.18
2021-01-08,income,Cash_in,329179.63
2021-01-08,income,Cash_in,294042.99
2021-01-08,income,Cash_in,196801.6
2021-01-08,income,Cash_in,7948.29
2021-01-08,income,Cash_in,342352.12
2021-01-08,expense,Payment,14994.7
2021-01-08,expense,Payment,4275.09
2021-01-08,expense,Payment,6876.27
2021-01-08,expense,Cash_out,377850.83
2021-01-08,expense,Cash_out,128780.31
2021-01-08,expense,Payment,21848.46
2021-01-08,income,Cash_in,295418.2
2021-01-08,expense,Cash_out,214411.1
2021-01-08,expense,Cash_out,123195.9
2021-01-08,expense,Payment,9344.84
2021-01-08,expense,Payment,14926.15
2021-01-08,expense,Cash_out,356586.47
2021-01-08,expense,Transfer,1366314.05
2021-01-08,expense,Payment,13007.88
2021-01-08,income,Cash_in,149946.39
2021-01-08,income,Cash_in,34582.61
