date,transaction_type,category,amount
2021-01-09,expense,Payment,8181.26
2021-01-09,expense,Payment,8962.64
2021-01-09,expense,Payment,10049.35
2021-01-09,expense,Payment,3626.11
2021-01-09,expense,Cash_out,32102.71
2021-01-09,expense,Payment,37820.0
2021-01-09,expense,Cash_out,65829.84
2021-01-09,expense,Cash_out,119291.65
2021-01-09,expense,Cash_out,45781.59
2021-01-09,expense,Payment,9349.64
2021-01-09,expense,Cash_out,247609.2
2021-01-09,expense,Cash_out,115415.13
2021-01-09,expense,Cash_out,173065.87
2021-01-09,expense,Cash_out,201304.99
2021-01-09,expense,Cash_out,242283.73
2021-01-09,expense,Cash_out,35915.88
2021-01-09,expense,Cash_out,174113.85
2021-01-09,expense,Cash_out,141165.57
2021-01-09,expense,Cash_out,33611.91
2021-01-09,expense,Cash_out,5210.98
2021-01-09,expense,Cash_out,69133.92
2021-01-09,expense,Cash_out,178610.62
2021-01-09,expense,Cash_out,53193.34
2021-01-09,expense,Cash_out,26363.27
2021-01-09,expense,Cash_out,229302.38
2021-01-09,expense,Cash_out,69401.73
2021-01-09,expense,Cash_out,103334.63
2021-01-09,expense,Cash_out,9320.1
2021-01-09,expense,Payment,16329.47
2021-01-09,expense,Payment,1684.37
2021-01-09,expense,Payment,9717.5
2021-01-09,expense,Payment,1673.05
2021-01-09,expense,Payment,15987.68
2021-01-09,expense,Payment,13635.74
2021-01-09,expense,Payment,9108.09
2021-01-09,expense,Payment,19887.62
2021-01-09,income,Cash_in,201586.35
2021-01-09,expense,Cash_out,103438.22
2021-01-09,expense,Payment,17556.98
2021-01-09,expense,Payment,1662.81
2021-01-09,expense,Cash_out,366190.57
2021-01-09,expense,Cash_out,176805.55
2021-01-09,expense,Payment,22212.58
2021-01-09,expense,Payment,5938.57
2021-01-09,expense,Cash_out,298987.16
2021-01-09,expense,Cash_out,206138.95
2021-01-09,expense,Cash_out,385703.4
2021-01-09,expense,Payment,15298.24
2021-01-09,income,Cash_in,14001.98
2021-01-09,expense,Payment,24628.81
2021-01-09,expense,Transfer,636337.43
2021-01-09,expense,Payment,16481.55
2021-01-09,expense,Transfer,1070619.58
2021-01-09,income,Cash_in,150869.94
2021-01-09,expense,Cash_out,200766.16
2021-01-09,expense,Cash_out,85753.95
2021-01-09,expense,Payment,26309.27
2021-01-09,expense,Transfer,1948383.17
2021-01-09,income,Cash_in,111910.62
2021-01-09,expense,Cash_out,389948.07
2021-01-09,expense,Cash_out,16546.74
2021-01-09,expense,Payment,3133.13
2021-01-09,expense,Payment,20980.37
2021-01-09,expense,Payment,7203.28
2021-01-09,expense,Cash_out,77686.45
2021-01-09,expense,Cash_out,114511.09
2021-01-09,expense,Payment,5798.4
2021-01-09,expense,Cash_out,351254.52
2021-01-09,expense,Transfer,2049447.53
2021-01-09,expense,Payment,18203.63
2021-01-09,expense,Payment,6948.79
2021-01-09,expense,Payment,11034.85
2021-01-09,expense,Payment,1022.92
2021-01-09,expense,Payment,34561.2
2021-01-09,expense,Payment,11157.25
2021-01-09,expense,Payment,14881.2
2021-01-09,expense,Payment,21560.69
2021-01-09,expense,Payment,22169.51
2021-01-09,expense,Payment,24427.5
2021-01-09,expense,Payment,10901.75
2021-01-09,expense,Payment,18382.77
2021-01-09,expense,Payment,1637.42
2021-01-09,expense,Payment,1506.15
2021-01-09,expense,Payment,21484.93
2021-01-09,expense,Payment,1624.97
2021-01-09,expense,Payment,2858.69
2021-01-09,expense,Payment,1692.75
2021-01-09,expense,Payment,7041.73
2021-01-09,income,Cash_in,132245.98
2021-01-09,expense,Cash_out,496968.56
2021-01-09,expense,Cash_out,220110.04
2021-01-09,expense,Cash_out,16135.09
2021-01-09,expense,Cash_out,277083.52
2021-01-09,expense,Cash_out,419771.15
2021-01-09,expense,Cash_out,80483.16
2021-01-09,expense,Cash_out,246391.25
2021-01-09,expense,Cash_out,232084.82
2021-01-09,expense,Cash_out,116760.74
2021-01-09,expense,Cash_out,348199.74
2021-01-09,expense,Cash_out,21728.52
2021-01-09,expense,Cash_out,224481.19
2021-01-09,expense,Cash_out,50003.01
2021-01-09,expense,Cash_out,133547.14
2021-01-09,expense,Cash_out,51266.81
2021-01-09,expense,Cash_out,103191.98
2021-01-09,expense,Cash_out,162313.93
2021-01-09,expense,Cash_out,93935.57
2021-01-09,expense,Cash_out,161008.19
2021-01-09,expense,Cash_out,112358.92
2021-01-09,expense,Payment,6406.81
2021-01-09,expense,Cash_out,220954.76
2021-01-09,expense,Payment,1156.26
2021-01-09,income,Cash_in,24616.8
2021-01-09,expense,Cash_out,182110.37
2021-01-09,expense,Transfer,264293.29
2021-01-09,expense,Payment,1756.97
2021-01-09,expense,Payment,11420.8
2021-01-09,expense,Payment,8390.99
2021-01-09,expense,Cash_out,266471.04
2021-01-09,expense,Payment,25375.49
2021-01-09,expense,Payment,14150.89
2021-01-09,income,Cash_in,105017.2
2021-01-09,expense,Transfer,2185267.17
2021-01-09,expense,Payment,18214.38
2021-01-09,expense,Cash_out,186900.74
2021-01-09,expense,Cash_out,218564.92
2021-01-09,expense,Cash_out,342550.58
2021-01-09,expense,Payment,14048.79
2021-01-09,expense,Transfer,1370976.69
2021-01-09,expense,Payment,9383.98
2021-01-09,expense,Payment,3661.44
2021-01-09,expense,Payment,28643.17
2021-01-09,expense,Payment,24041.52
2021-01-09,expense,Payment,43731.74
2021-01-09,expense,Payment,15834.64
2021-01-09,expense,Cash_out,39255.07
2021-01-09,expense,Payment,1697.59
2021-01-09,expense,Cash_out,560736.1
2021-01-09,income,Cash_in,77396.33
2021-01-09,expense,Payment,8055.93
2021-01-09,expense,Payment,26158.75
2021-01-09,expense,Payment,3180.14
2021-01-09,expense,Cash_out,317767.47
2021-01-09,expense,Cash_out,158718.48
2021-01-09,expense,Cash_out,440232.5
2021-01-09,income,Cash_in,252775.95
2021-01-09,expense,Payment,15316.49
2021-01-09,expense,Payment,4628.86
2021-01-09,expense,Cash_out,60879.58
2021-01-09,expense,Transfer,804397.14
2021-01-09,income,Cash_in,252658.63
2021-01-09,expense,Cash_out,521952.24
2021-01-09,income,Cash_in,132088.96
2021-01-09,expense,Cash_out,265333.41
2021-01-09,expense,Transfer,614358.22
2021-01-09,expense,Cash_out,231015.65
2021-01-09,expense,Cash_out,176882.58
2021-01-09,expense,Cash_out,82326.74
2021-01-09,expense,Payment,23307.74
2021-01-09,expense,Payment,15684.6
2021-01-09,expense,Cash_out,129706.27
2021-01-09,income,Cash_in,376356.75
2021-01-09,expense,Cash_out,65270.5
2021-01-09,expense,Cash_out,300043.05
2021-01-09,income,Cash_in,113620.77
2021-01-09,expense,Cash_out,197506.21
2021-01-09,income,Cash_in,58586.48
2021-01-09,expense,Payment,3344.06
2021-01-09,expense,Payment,12729.64
2021-01-09,expense,Payment,4477.62
2021-01-09,expense,Payment,42430.89
