date,transaction_type,category,amount
2021-01-08,expense,Payment,12906.54
2021-01-08,expense,Payment,14226.74
2021-01-08,expense,Payment,16585.38
2021-01-08,expense,Payment,1599.34
2021-01-08,expense,Cash_out,91388.29
2021-01-08,income,Cash_in,141007.67
2021-01-08,income,Cash_in,203971.76
2021-01-08,expense,Cash_out,329969.86
2021-01-08,income,Cash_in,341320.49
2021-01-08,expense,Payment,10097.11
2021-01-08,expense,Cash_out,360991.09
2021-01-08,expense,Payment,986.19
2021-01-08,expense,Transfer,1355010.64
2021-01-08,expense,Payment,292.62
2021-01-08,expense,Debit,2061.13
2021-01-08,expense,Cash_out,70854.48
2021-01-08,expense,Transfer,753580.22
2021-01-08,expense,Payment,10575.36
2021-01-08,expense,Payment,1170.82
2021-01-08,expense,Payment,15450.84
2021-01-08,income,Cash_in,38144.21
2021-01-08,income,Cash_in,146594.64
2021-01-08,income,Cash_in,223560.69
2021-01-08,income,Cash_in,335189.94
2021-01-08,income,Cash_in,305257.54
2021-01-08,income,Cash_in,395428.87
2021-01-08,income,Cash_in,275164.89
2021-01-08,income,Cash_in,326353.32
2021-01-08,income,Cash_in,171506.83
2021-01-08,income,Cash_in,211666.71
2021-01-08,income,Cash_in,385949.88
2021-01-08,income,Cash_in,99184.67
2021-01-08,income,Cash_in,231640.7
2021-01-08,income,Cash_in,25009.74
2021-01-08,income,Cash_in,98424.58
2021-01-08,income,Cash_in,126388.87
2021-01-08,income,Cash_in,582937.75
2021-01-08,income,Cash_in,684296.31
2021-01-08,income,Cash_in,50323.03
2021-01-08,income,Cash_in,41209.06
2021-01-08,income,Cash_in,95173.51
2021-01-08,income,Cash_in,16505.7
2021-01-08,income,Cash_in,8020.06
2021-01-08,income,Cash_in,111388.3
2021-01-08,income,Cash_in,371444.71
2021-01-08,income,Cash_in,79676.45
2021-01-08,income,Cash_in,157525.46
2021-01-08,income,Cash_in,381201.88
2021-01-08,income,Cash_in,237068.52
2021-01-08,income,Cash_in,488973.49
2021-01-08,income,Cash_in,20965.32
2021-01-08,income,Cash_in,233331.71
2021-01-08,income,Cash_in,229849.61
2021-01-08,income,Cash_in,607934.61
2021-01-08,income,Cash_in,116966.73
2021-01-08,income,Cash_in,7871.14
2021-01-08,income,Cash_in,44466.94
2021-01-08,income,Cash_in,59109.81
2021-01-08,income,Cash_in,101457.86
2021-01-08,income,Cash_in,132226.82
2021-01-08,income,Cash_in,222997.4
2021-01-08,income,Cash_in,69505.13
2021-01-08,expense,Payment,14520.73
2021-01-08,income,Cash_in,161714.04
2021-01-08,income,Cash_in,589967.16
2021-01-08,income,Cash_in,656723.74
2021-01-08,income,Cash_in,120552.07
2021-01-08,income,Cash_in,31975.43
2021-01-08,income,Cash_in,160626.62
2021-01-08,income,Cash_in,218762.02
2021-01-08,income,Cash_in,329449.9
2021-01-08,income,Cash_in,326777.46
2021-01-08,income,Cash_in,18078.51
2021-01-08,income,Cash_in,97324.34
2021-01-08,income,Cash_in,203903.37
2021-01-08,expense,Payment,12630.8
2021-01-08,expense,Cash_out,48758.56
2021-01-08,expense,Payment,1259.54
2021-01-08,expense,Payment,2552.99
2021-01-08,expense,Cash_out,76552.29
2021-01-08,expense,Payment,3508.35
2021-01-08,expense,Transfer,576176.29
2021-01-08,expense,Payment,2514.61
2021-01-08,expense,Cash_out,166303.18
2021-01-08,expense,Payment,9867.92
2021-01-08,expense,Payment,13926.05
2021-01-08,expense,Payment,994.11
2021-01-08,expense,Payment,6484.13
2021-01-08,expense,Cash_out,253811.09
2021-01-08,expense,Payment,17463.05
2021-01-08,expense,Payment,4295.92
2021-01-08,expense,Payment,14054.36
2021-01-08,expense,Payment,20277.37
2021-01-08,income,Cash_in,798.51
2021-01-08,expense,Cash_out,314675.99
2021-01-08,expense,Cash_out,104060.12
2021-01-08,expense,Payment,13030.57
2021-01-08,expense,Cash_out,145672.4
2021-01-08,expense,Cash_out,222655.59
2021-01-08,expense,Cash_out,385622.19
2021-01-08,income,Cash_in,223319.33
2021-01-08,expense,Cash_out,412701.08
2021-01-08,expense,Payment,14025.58
2021-01-08,expense,Payment,5166.29
2021-01-08,expense,Payment,4718.26
2021-01-08,expense,Payment,9372.11
2021-01-08,expense,Cash_out,74638.23
