date,transaction_type,category,amount
2021-01-10,expense,Payment,669.92
2021-01-10,income,Cash_in,103655.42
2021-01-10,expense,Cash_out,105808.97
2021-01-10,expense,Cash_out,226974.42
2021-01-10,expense,Transfer,514065.01
2021-01-10,expense,Cash_out,95621.19
2021-01-10,expense,Cash_out,97639.32
2021-01-10,expense,Cash_out,369352.88
2021-01-10,expense,Cash_out,90108.6
2021-01-10,expense,Cash_out,324618.37
2021-01-10,expense,Cash_out,362942.53
2021-01-10,expense,Cash_out,117191.46
2021-01-10,expense,Cash_out,97057.16
2021-01-10,expense,Cash_out,247319.49
2021-01-10,expense,Cash_out,112631.64
2021-01-10,expense,Cash_out,57137.5
2021-01-10,expense,Cash_out,28922.01
2021-01-10,expense,Cash_out,96703.1
2021-01-10,expense,Cash_out,16119.1
2021-01-10,expense,Cash_out,6317.5
2021-01-10,expense,Cash_out,245567.39
2021-01-10,expense,Cash_out,153793.5
2021-01-10,expense,Cash_out,259761.21
2021-01-10,expense,Cash_out,283253.26
2021-01-10,expense,Cash_out,94535.71
2021-01-10,expense,Cash_out,79856.26
2021-01-10,expense,Cash_out,176542.71
2021-01-10,expense,Cash_out,151529.32
2021-01-10,expense,Cash_out,295394.97
2021-01-10,expense,Cash_out,253104.68
2021-01-10,expense,Cash_out,218191.14
2021-01-10,expense,Cash_out,284694.49
2021-01-10,expense,Cash_out,116222.64
2021-01-10,expense,Cash_out,9866.68
2021-01-10,expense,Cash_out,61112.76
2021-01-10,expense,Cash_out,3962.06
2021-01-10,expense,Cash_out,56373.19
2021-01-10,expense,Cash_out,109932.17
2021-01-10,expense,Cash_out,72467.33
2021-01-10,expense,Cash_out,85008.94
2021-01-10,expense,Cash_out,171820.51
2021-01-10,expense,Cash_out,135492.42
2021-01-10,expense,Cash_out,10447.93
2021-01-10,expense,Cash_out,96247.31
2021-01-10,expense,Cash_out,111584.52
2021-01-10,expense,Cash_out,165660.09
2021-01-10,expense,Cash_out,62966.44
2021-01-10,expense,Payment,4320.99
2021-01-10,expense,Cash_out,12078.65
2021-01-10,expense,Payment,22725.95
2021-01-10,income,Cash_in,31728.98
2021-01-10,expense,Cash_out,455208.93
2021-01-10,expense,Cash_out,107776.94
2021-01-10,income,Cash_in,355542.9
2021-01-10,expense,Payment,24337.05
2021-01-10,expense,Cash_out,59850.55
2021-01-10,expense,Cash_out,123732.34
2021-01-10,expense,Payment,15193.13
2021-01-10,expense,Payment,14273.95
2021-01-10,expense,Payment,3808.38
2021-01-10,expense,Cash_out,14022.44
2021-01-10,expense,Payment,7341.25
2021-01-10,expense,Payment,21279.84
2021-01-10,expense,Cash_out,229500.06
2021-01-10,expense,Payment,44419.1
2021-01-10,expense,Payment,1245.45
2021-01-10,income,Cash_in,281742.78
