date,transaction_type,category,amount
2021-01-10,expense,Payment,1198.43
2021-01-10,expense,Payment,26249.91
2021-01-10,expense,Payment,18751.4
2021-01-10,expense,Transfer,846296.54
2021-01-10,expense,Cash_out,42510.91
2021-01-10,expense,Cash_out,87742.79
2021-01-10,expense,Cash_out,228264.6
2021-01-10,expense,Payment,17115.77
2021-01-10,expense,Cash_out,42619.51
2021-01-10,expense,Payment,5889.88
2021-01-10,income,Cash_in,315384.07
2021-01-10,income,Cash_in,524780.06
2021-01-10,income,Cash_in,119023.11
2021-01-10,expense,Cash_out,158336.04
2021-01-10,expense,Payment,3316.06
2021-01-10,expense,Payment,20199.66
2021-01-10,expense,Payment,8419.66
2021-01-10,expense,Debit,1431.65
2021-01-10,expense,Cash_out,213183.2
2021-01-10,expense,Payment,10878.93
2021-01-10,expense,Payment,19179.78
2021-01-10,expense,Payment,456.52
2021-01-10,expense,Payment,15433.48
2021-01-10,expense,Transfer,1915220.78
2021-01-10,expense,Transfer,3124361.95
2021-01-10,expense,Cash_out,271214.55
2021-01-10,expense,Cash_out,79908.55
2021-01-10,expense,Payment,1363.76
2021-01-10,expense,Cash_out,414451.26
2021-01-10,expense,Cash_out,34765.13
2021-01-10,expense,Cash_out,472008.02
2021-01-10,expense,Payment,11670.13
2021-01-10,expense,Payment,17953.11
2021-01-10,expense,Payment,10072.01
2021-01-10,expense,Cash_out,204980.79
2021-01-10,expense,Payment,6279.89
2021-01-10,expense,Cash_out,19468.96
2021-01-10,expense,Cash_out,154042.39
2021-01-10,expense,Transfer,865955.63
2021-01-10,expense,Cash_out,32954.55
2021-01-10,income,Cash_in,90963.74
2021-01-10,expense,Payment,2869.28
2021-01-10,expense,Cash_out,165583.02
2021-01-10,expense,Payment,3540.47
2021-01-10,expense,Cash_out,331049.07
2021-01-10,expense,Cash_out,86264.97
2021-01-10,expense,Cash_out,288404.23
2021-01-10,expense,Payment,15487.89
2021-01-10,income,Cash_in,96939.52
