date,transaction_type,category,amount
2021-01-10,income,Cash_in,162828.98
2021-01-10,income,Cash_in,776.63
2021-01-10,income,Cash_in,391273.14
2021-01-10,income,Cash_in,19733.27
2021-01-10,income,Cash_in,108671.81
2021-01-10,income,Cash_in,231994.02
2021-01-10,income,Cash_in,331066.67
2021-01-10,income,Cash_in,243110.23
2021-01-10,income,Cash_in,419706.15
2021-01-10,income,Cash_in,264581.55
2021-01-10,income,Cash_in,37722.56
2021-01-10,income,Cash_in,223706.61
2021-01-10,income,Cash_in,125921.08
2021-01-10,income,Cash_in,40815.21
2021-01-10,income,Cash_in,78767.54
2021-01-10,income,Cash_in,88865.25
2021-01-10,income,Cash_in,167352.99
2021-01-10,income,Cash_in,107460.88
2021-01-10,income,Cash_in,14057.57
2021-01-10,income,Cash_in,24330.1
2021-01-10,income,Cash_in,59290.09
2021-01-10,income,Cash_in,99650.46
2021-01-10,income,Cash_in,286070.58
2021-01-10,income,Cash_in,13016.92
2021-01-10,income,Cash_in,216171.2
2021-01-10,income,Cash_in,10973.32
2021-01-10,income,Cash_in,111446.41
2021-01-10,income,Cash_in,48444.45
2021-01-10,income,Cash_in,400682.92
2021-01-10,income,Cash_in,139417.76
2021-01-10,income,Cash_in,56329.92
2021-01-10,income,Cash_in,64249.16
2021-01-10,income,Cash_in,68680.78
2021-01-10,income,Cash_in,32339.33
2021-01-10,income,Cash_in,186628.17
2021-01-10,income,Cash_in,172678.52
2021-01-10,income,Cash_in,220694.0
2021-01-10,expense,Payment,1356.73
2021-01-10,expense,Cash_out,445533.09
2021-01-10,expense,Cash_out,40410.38
2021-01-10,expense,Payment,999.5
2021-01-10,expense,Payment,10574.18
2021-01-10,expense,Payment,1156.59
2021-01-10,expense,Cash_out,56746.68
2021-01-10,income,Cash_in,276941.75
2021-01-10,expense,Debit,10156.83
2021-01-10,expense,Debit,44021.57
2021-01-10,expense,Debit,2596.55
2021-01-10,expense,Debit,11745.01
2021-01-10,expense,Debit,2087.59
