date,transaction_type,category,amount
2021-01-09,expense,Cash_out,436711.98
2021-01-09,expense,Cash_out,93512.65
2021-01-09,expense,Cash_out,320701.88
2021-01-09,expense,Cash_out,84201.07
2021-01-09,expense,Cash_out,167979.35
2021-01-09,expense,Cash_out,34026.22
2021-01-09,expense,Cash_out,141998.89
2021-01-09,expense,Cash_out,98059.37
2021-01-09,expense,Cash_out,190353.79
2021-01-09,expense,Cash_out,228836.63
2021-01-09,expense,Cash_out,14832.24
2021-01-09,expense,Cash_out,65920.29
2021-01-09,expense,Cash_out,425752.19
2021-01-09,expense,Cash_out,159455.88
2021-01-09,expense,Cash_out,191225.02
2021-01-09,expense,Cash_out,169981.99
2021-01-09,expense,Cash_out,266330.74
2021-01-09,expense,Cash_out,297375.2
2021-01-09,expense,Cash_out,611100.27
2021-01-09,expense,Payment,19693.56
2021-01-09,expense,Cash_out,280718.89
2021-01-09,expense,Payment,31590.88
2021-01-09,expense,Cash_out,503388.2
2021-01-09,expense,Cash_out,76812.42
2021-01-09,expense,Payment,15336.42
2021-01-09,expense,Payment,8222.0
2021-01-09,expense,Cash_out,184785.0
2021-01-09,expense,Cash_out,442479.54
2021-01-09,expense,Payment,29925.59
2021-01-09,expense,Payment,11921.85
2021-01-09,expense,Cash_out,66610.84
2021-01-09,expense,Cash_out,1004061.35
2021-01-09,expense,Cash_out,188640.49
2021-01-09,expense,Cash_out,547297.49
2021-01-09,expense,Cash_out,248043.34
2021-01-09,expense,Cash_out,561524.45
2021-01-09,expense,Cash_out,232706.79
2021-01-09,expense,Cash_out,5891.28
2021-01-09,expense,Cash_out,27824.01
2021-01-09,expense,Cash_out,26871.11
2021-01-09,expense,Cash_out,95813.77
2021-01-09,expense,Cash_out,99957.45
2021-01-09,expense,Cash_out,219214.89
2021-01-09,expense,Cash_out,141423.63
2021-01-09,expense,Cash_out,129379.92
2021-01-09,expense,Cash_out,179303.57
2021-01-09,expense,Cash_out,219399.03
2021-01-09,expense,Cash_out,17854.4
