date,transaction_type,category,amount
2021-01-10,expense,Cash_out,147337.85
2021-01-10,expense,Cash_out,86084.06
2021-01-10,expense,Cash_out,212504.16
2021-01-10,expense,Cash_out,186311.38
2021-01-10,expense,Cash_out,142764.4
2021-01-10,expense,Cash_out,53735.69
2021-01-10,expense,Cash_out,176199.75
2021-01-10,expense,Cash_out,65477.1
2021-01-10,expense,Payment,11282.01
2021-01-10,expense,Payment,33.37
2021-01-10,expense,Payment,9704.16
2021-01-10,expense,Cash_out,236137.56
2021-01-10,expense,Payment,36847.4
2021-01-10,expense,Payment,36387.23
2021-01-10,expense,Payment,6329.81
2021-01-10,expense,Payment,14353.45
2021-01-10,expense,Cash_out,863647.9
2021-01-10,income,Cash_in,420199.64
2021-01-10,expense,Cash_out,469872.18
2021-01-10,expense,Payment,31520.73
2021-01-10,expense,Transfer,719263.71
2021-01-10,expense,Payment,1915.02
2021-01-10,expense,Cash_out,82877.6
2021-01-10,expense,Cash_out,104923.53
2021-01-10,expense,Cash_out,109628.69
2021-01-10,expense,Cash_out,177362.58
2021-01-10,expense,Cash_out,241433.58
2021-01-10,income,Cash_in,47977.56
2021-01-10,income,Cash_in,169791.7
2021-01-10,expense,Payment,8637.75
2021-01-10,expense,Cash_out,43495.62
2021-01-10,expense,Debit,1374.67
2021-01-10,expense,Cash_out,155389.54
2021-01-10,expense,Cash_out,504898.63
2021-01-10,expense,Payment,6958.6
2021-01-10,expense,Payment,16322.95
2021-01-10,expense,Payment,8348.84
2021-01-10,income,Cash_in,145582.07
2021-01-10,expense,Cash_out,323228.61
2021-01-10,expense,Payment,10535.21
2021-01-10,expense,Payment,6111.53
2021-01-10,expense,Payment,29768.09
2021-01-10,expense,Cash_out,112111.87
2021-01-10,expense,Cash_out,90221.53
2021-01-10,income,Cash_in,49029.79
2021-01-10,income,Cash_in,546563.4
2021-01-10,expense,Transfer,177509.58
2021-01-10,expense,Transfer,589914.64
2021-01-10,expense,Cash_out,99059.6
2021-01-10,expense,Payment,20332.42
2021-01-10,expense,Payment,8688.93
2021-01-10,expense,Cash_out,175275.03
2021-01-10,expense,Cash_out,272889.41
2021-01-10,expense,Payment,41414.68
