date,transaction_type,category,amount
2021-01-10,expense,Payment,5761.47
2021-01-10,expense,Payment,29616.59
2021-01-10,expense,Payment,9464.17
2021-01-10,expense,Payment,11910.41
2021-01-10,expense,Cash_out,94309.95
2021-01-10,expense,Payment,9419.23
2021-01-10,expense,Payment,2228.53
2021-01-10,expense,Cash_out,413885.26
2021-01-10,expense,Cash_out,158017.45
2021-01-10,income,Cash_in,52039.79
2021-01-10,expense,Payment,15564.19
2021-01-10,expense,Payment,238.09
2021-01-10,expense,Payment,33075.72
2021-01-10,expense,Payment,6669.9
2021-01-10,expense,Payment,9252.89
2021-01-10,expense,Payment,16948.52
2021-01-10,expense,Payment,11946.78
2021-01-10,expense,Payment,11527.49
2021-01-10,expense,Payment,3478.64
2021-01-10,expense,Payment,4342.93
2021-01-10,expense,Payment,15701.73
2021-01-10,expense,Payment,1644.25
2021-01-10,expense,Payment,16298.91
2021-01-10,expense,Payment,13871.77
2021-01-10,expense,Payment,14438.34
2021-01-10,expense,Payment,1464.29
2021-01-10,expense,Payment,2477.51
2021-01-10,expense,Payment,8902.78
2021-01-10,expense,Payment,20762.05
2021-01-10,expense,Payment,12072.6
2021-01-10,expense,Payment,8726.06
2021-01-10,expense,Payment,17117.49
2021-01-10,expense,Cash_out,359951.2
2021-01-10,expense,Cash_out,464527.14
2021-01-10,expense,Payment,15559.8
2021-01-10,expense,Transfer,1279297.87
2021-01-10,expense,Payment,12829.24
2021-01-10,expense,Cash_out,57435.76
2021-01-10,expense,Payment,22887.18
2021-01-10,income,Cash_in,24422.94
2021-01-10,expense,Transfer,1452256.07
2021-01-10,expense,Payment,3239.41
2021-01-10,expense,Cash_out,47342.52
2021-01-10,expense,Cash_out,18102.82
2021-01-10,expense,Cash_out,52118.36
2021-01-10,expense,Cash_out,121664.34
2021-01-10,expense,Debit,923.75
2021-01-10,expense,Payment,4126.75
2021-01-10,income,Cash_in,39314.65
2021-01-10,expense,Cash_out,85981.46
2021-01-10,expense,Payment,10923.8
2021-01-10,expense,Payment,21854.62
2021-01-10,expense,Cash_out,64122.11
2021-01-10,expense,Cash_out,400418.79
2021-01-10,expense,Payment,9893.14
2021-01-10,expense,Payment,2946.64
2021-01-10,expense,Payment,12643.41
2021-01-10,expense,Transfer,1203530.73
2021-01-10,expense,Transfer,739365.46
2021-01-10,expense,Transfer,433034.28
2021-01-10,expense,Transfer,1408256.25
2021-01-10,expense,Transfer,631612.47
2021-01-10,expense,Transfer,887017.7
2021-01-10,expense,Transfer,1339183.51
2021-01-10,expense,Transfer,912277.49
2021-01-10,expense,Transfer,394488.91
2021-01-10,expense,Transfer,162156.06
2021-01-10,expense,Transfer,81144.92
2021-01-10,expense,Transfer,38136.17
2021-01-10,expense,Transfer,408210.41
2021-01-10,income,Cash_in,367250.29
2021-01-10,expense,Cash_out,387626.53
2021-01-10,expense,Cash_out,254258.44
2021-01-10,expense,Payment,7418.72
2021-01-10,expense,Payment,10745.28
2021-01-10,expense,Cash_out,162087.22
2021-01-10,income,Cash_in,129135.52
2021-01-10,expense,Cash_out,239115.42
2021-01-10,expense,Cash_out,336421.16
2021-01-10,expense,Cash_out,379808.02
2021-01-10,expense,Cash_out,721730.87
2021-01-10,expense,Payment,10023.17
2021-01-10,expense,Payment,1976.35
2021-01-10,expense,Payment,20105.87
2021-01-10,expense,Payment,28892.09
2021-01-10,expense,Payment,10000.35
2021-01-10,expense,Payment,22796.98
2021-01-10,expense,Payment,9732.83
2021-01-10,income,Cash_in,31757.55
2021-01-10,expense,Payment,9573.56
2021-01-10,income,Cash_in,123067.11
2021-01-10,income,Cash_in,108248.53
2021-01-10,expense,Transfer,207415.26
2021-01-10,expense,Cash_out,213362.59
2021-01-10,expense,Cash_out,205207.82
2021-01-10,expense,Cash_out,160123.94
2021-01-10,expense,Cash_out,124952.2
2021-01-10,expense,Payment,17008.58
2021-01-10,expense,Payment,3556.26
2021-01-10,expense,Cash_out,419611.99
2021-01-10,expense,Cash_out,474858.82
2021-01-10,expense,Payment,17497.64
2021-01-10,expense,Cash_out,30164.51
2021-01-10,expense,Payment,24846.08
2021-01-10,expense,Payment,5459.81
2021-01-10,expense,Payment,20718.7
2021-01-10,expense,Cash_out,340205.06
2021-01-10,expense,Cash_out,183704.66
2021-01-10,expense,Payment,834.16
2021-01-10,expense,Payment,255.5
2021-01-10,income,Cash_in,162263.29
2021-01-10,expense,Payment,7684.84
2021-01-10,income,Cash_in,319597.73
2021-01-10,expense,Payment,4251.09
2021-01-10,expense,Cash_out,299487.94
2021-01-10,expense,Payment,36128.05
2021-01-10,expense,Cash_out,301425.08
2021-01-10,expense,Cash_out,379262.9
2021-01-10,expense,Cash_out,16846.65
2021-01-10,expense,Cash_out,455789.12
2021-01-10,expense,Cash_out,235236.46
2021-01-10,expense,Cash_out,27446.27
2021-01-10,expense,Cash_out,449504.03
2021-01-10,expense,Cash_out,43322.61
2021-01-10,expense,Cash_out,169852.99
2021-01-10,expense,Cash_out,50342.33
2021-01-10,expense,Cash_out,68837.61
2021-01-10,expense,Cash_out,80684.12
2021-01-10,expense,Cash_out,157987.05
2021-01-10,expense,Cash_out,274283.33
2021-01-10,expense,Cash_out,126622.52
2021-01-10,expense,Cash_out,147088.42
2021-01-10,expense,Cash_out,342140.57
2021-01-10,expense,Cash_out,405104.17
2021-01-10,expense,Cash_out,244867.88
2021-01-10,income,Cash_in,21536.42
2021-01-10,expense,Payment,7136.21
2021-01-10,expense,Cash_out,21851.94
2021-01-10,expense,Payment,6119.43
2021-01-10,expense,Payment,13157.87
2021-01-10,income,Cash_in,7774.35
2021-01-10,expense,Cash_out,18375.02
2021-01-10,expense,Payment,3902.0
2021-01-10,expense,Cash_out,131167.33
2021-01-10,expense,Transfer,3059983.78
2021-01-10,expense,Cash_out,263199.17
2021-01-10,expense,Payment,282.98
2021-01-10,expense,Cash_out,306148.2
2021-01-10,expense,Payment,7422.08
2021-01-10,expense,Payment,2993.16
2021-01-10,expense,Payment,14660.05
2021-01-10,expense,Cash_out,160710.16
2021-01-10,expense,Cash_out,307597.48
2021-01-10,expense,Payment,6083.9
2021-01-10,expense,Debit,4849.18
2021-01-10,expense,Debit,130835.31
2021-01-10,expense,Cash_out,196071.3
2021-01-10,expense,Payment,6058.87
2021-01-10,expense,Payment,14352.06
2021-01-10,expense,Payment,37758.96
2021-01-10,expense,Payment,5646.01
2021-01-10,expense,Payment,12794.96
2021-01-10,expense,Payment,19389.87
2021-01-10,expense,Payment,3815.15
2021-01-10,expense,Payment,11711.21
2021-01-10,expense,Payment,7824.03
2021-01-10,expense,Payment,6560.23
2021-01-10,expense,Payment,14176.67
2021-01-10,expense,Payment,420.66
2021-01-10,expense,Payment,8327.63
2021-01-10,expense,Payment,22395.05
2021-01-10,expense,Payment,3887.69
2021-01-10,expense,Payment,7517.67
2021-01-10,expense,Payment,2119.01
2021-01-10,expense,Payment,415.6
2021-01-10,expense,Payment,23344.31
2021-01-10,expense,Payment,5220.71
2021-01-10,expense,Payment,14169.54
2021-01-10,expense,Payment,33994.18
2021-01-10,expense,Payment,11848.65
2021-01-10,expense,Transfer,852397.26
2021-01-10,expense,Cash_out,198932.07
2021-01-10,expense,Cash_out,88938.89
2021-01-10,expense,Payment,16037.61
2021-01-10,expense,Payment,39452.31
2021-01-10,expense,Debit,2128.28
2021-01-10,expense,Payment,10266.22
2021-01-10,expense,Payment,12676.31
2021-01-10,expense,Cash_out,73874.22
2021-01-10,expense,Payment,12908.31
2021-01-10,expense,Transfer,226829.89
2021-01-10,expense,Transfer,770394.36
2021-01-10,expense,Transfer,1149745.24
2021-01-10,expense,Transfer,493612.88
2021-01-10,expense,Transfer,627435.99
2021-01-10,expense,Transfer,392253.28
2021-01-10,expense,Transfer,785849.07
2021-01-10,expense,Transfer,797589.51
2021-01-10,expense,Transfer,565138.42
2021-01-10,expense,Transfer,470820.5
2021-01-10,expense,Transfer,407316.07
