date,transaction_type,category,amount
2021-01-07,expense,Payment,7574.91
2021-01-07,expense,Payment,14027.48
2021-01-07,income,Cash_in,57593.25
2021-01-07,expense,Transfer,379800.29
2021-01-07,expense,Payment,3215.36
2021-01-07,expense,Payment,10677.94
2021-01-07,expense,Payment,10332.04
2021-01-07,expense,Payment,23904.43
2021-01-07,expense,Payment,5066.31
2021-01-07,expense,Debit,884.98
2021-01-07,expense,Cash_out,30236.6
2021-01-07,expense,Payment,755.65
2021-01-07,expense,Cash_out,354744.01
2021-01-07,expense,Payment,7077.42
2021-01-07,expense,Debit,1309.71
2021-01-07,expense,Debit,4666.88
2021-01-07,expense,Debit,7276.81
2021-01-07,expense,Debit,1810.5
2021-01-07,expense,Debit,42806.74
2021-01-07,expense,Debit,10808.5
2021-01-07,expense,Debit,6654.74
2021-01-07,expense,Debit,12510.32
2021-01-07,expense,Debit,3600.31
2021-01-07,expense,Debit,10244.28
2021-01-07,expense,Debit,4341.17
2021-01-07,expense,Debit,1458.81
2021-01-07,expense,Debit,3823.69
2021-01-07,expense,Debit,4641.87
2021-01-07,expense,Debit,12504.25
2021-01-07,expense,Debit,336.47
2021-01-07,expense,Payment,8682.22
2021-01-07,expense,Cash_out,48093.42
2021-01-07,expense,Cash_out,391044.19
2021-01-07,expense,Transfer,548825.59
2021-01-07,expense,Cash_out,215832.42
2021-01-07,expense,Cash_out,197091.08
2021-01-07,expense,Payment,10326.0
2021-01-07,expense,Cash_out,122856.89
2021-01-07,expense,Cash_out,275282.73
2021-01-07,expense,Payment,5560.66
2021-01-07,expense,Transfer,638258.37
2021-01-07,expense,Payment,5302.77
2021-01-07,expense,Payment,2086.42
2021-01-07,expense,Debit,1578.71
2021-01-07,expense,Payment,11983.39
2021-01-07,expense,Payment,786.16
2021-01-07,expense,Transfer,308866.85
2021-01-07,expense,Transfer,441707.09
2021-01-07,expense,Payment,1061.71
2021-01-07,expense,Payment,6204.98
2021-01-07,expense,Cash_out,109340.15
2021-01-07,expense,Debit,1780.24
2021-01-07,expense,Payment,13125.6
2021-01-07,expense,Payment,3358.85
2021-01-07,income,Cash_in,179178.11
2021-01-07,expense,Payment,10578.11
2021-01-07,expense,Payment,1894.15
2021-01-07,expense,Transfer,872458.01
2021-01-07,expense,Transfer,1607754.67
2021-01-07,expense,Transfer,2702697.15
2021-01-07,expense,Transfer,1107283.97
2021-01-07,expense,Transfer,2022478.14
2021-01-07,expense,Transfer,276486.01
2021-01-07,expense,Transfer,652011.16
2021-01-07,expense,Transfer,833899.71
2021-01-07,expense,Transfer,490783.39
2021-01-07,expense,Transfer,111935.03
