date,transaction_type,category,amount
2021-01-10,expense,Payment,11975.29
2021-01-10,expense,Payment,3814.23
2021-01-10,expense,Payment,24212.55
2021-01-10,expense,Payment,326.85
2021-01-10,expense,Payment,19549.11
2021-01-10,expense,Transfer,2421879.01
2021-01-10,expense,Cash_out,147678.13
2021-01-10,expense,Payment,17830.97
2021-01-10,expense,Payment,9577.69
2021-01-10,income,Cash_in,179008.73
2021-01-10,expense,Cash_out,207293.35
2021-01-10,income,Cash_in,111647.63
2021-01-10,expense,Transfer,1058067.94
2021-01-10,expense,Transfer,659860.15
2021-01-10,expense,Transfer,731959.44
2021-01-10,expense,Transfer,1419157.34
2021-01-10,expense,Transfer,119992.24
2021-01-10,expense,Transfer,315398.58
2021-01-10,expense,Transfer,573978.85
2021-01-10,expense,Transfer,656991.01
2021-01-10,expense,Transfer,630708.4
2021-01-10,income,Cash_in,159631.17
2021-01-10,expense,Payment,3744.03
2021-01-10,income,Cash_in,214621.2
2021-01-10,expense,Payment,15893.39
2021-01-10,income,Cash_in,133802.46
2021-01-10,income,Cash_in,467876.49
2021-01-10,income,Cash_in,68537.95
2021-01-10,income,Cash_in,58221.8
2021-01-10,income,Cash_in,2008.61
2021-01-10,income,Cash_in,239740.99
2021-01-10,income,Cash_in,339216.56
2021-01-10,income,Cash_in,507265.55
2021-01-10,income,Cash_in,356644.78
2021-01-10,income,Cash_in,167298.17
2021-01-10,income,Cash_in,100290.95
2021-01-10,income,Cash_in,10919.26
2021-01-10,income,Cash_in,98941.2
2021-01-10,income,Cash_in,135400.53
2021-01-10,income,Cash_in,367180.57
2021-01-10,income,Cash_in,38918.85
2021-01-10,income,Cash_in,31296.92
2021-01-10,income,Cash_in,243227.64
2021-01-10,income,Cash_in,39160.57
2021-01-10,income,Cash_in,599302.81
2021-01-10,income,Cash_in,323979.25
2021-01-10,income,Cash_in,29742.52
2021-01-10,income,Cash_in,42476.31
2021-01-10,income,Cash_in,296187.38
2021-01-10,income,Cash_in,93889.22
2021-01-10,income,Cash_in,289459.54
2021-01-10,income,Cash_in,55533.53
2021-01-10,income,Cash_in,35586.68
2021-01-10,income,Cash_in,38175.64
2021-01-10,expense,Payment,5590.22
2021-01-10,expense,Transfer,2278638.3
2021-01-10,expense,Payment,9832.09
2021-01-10,expense,Cash_out,290623.64
2021-01-10,expense,Payment,40307.6
2021-01-10,expense,Cash_out,90645.04
2021-01-10,expense,Payment,4237.35
2021-01-10,expense,Payment,25566.29
2021-01-10,expense,Transfer,1022977.08
2021-01-10,expense,Payment,13659.14
2021-01-10,expense,Payment,9535.58
2021-01-10,expense,Debit,1381.54
2021-01-10,expense,Payment,19736.8
2021-01-10,expense,Transfer,1828794.79
2021-01-10,income,Cash_in,419851.02
2021-01-10,income,Cash_in,258027.08
2021-01-10,expense,Payment,30833.74
2021-01-10,expense,Cash_out,286103.03
2021-01-10,expense,Payment,17835.1
2021-01-10,expense,Payment,10350.77
2021-01-10,income,Cash_in,306973.06
2021-01-10,expense,Cash_out,357518.52
2021-01-10,income,Cash_in,479334.98
2021-01-10,expense,Payment,18001.64
2021-01-10,expense,Transfer,377334.0
2021-01-10,income,Cash_in,369320.5
2021-01-10,expense,Transfer,396522.25
2021-01-10,income,Cash_in,407952.05
2021-01-10,expense,Cash_out,88017.96
2021-01-10,expense,Payment,3997.3
2021-01-10,expense,Payment,14329.63
2021-01-10,income,Cash_in,532144.77
2021-01-10,income,Cash_in,310507.15
2021-01-10,expense,Payment,1122.13
2021-01-10,expense,Payment,34122.73
2021-01-10,expense,Payment,1392.3
2021-01-10,expense,Payment,9202.74
2021-01-10,expense,Cash_out,353955.38
2021-01-10,expense,Payment,17319.3
2021-01-10,expense,Payment,4775.97
2021-01-10,expense,Cash_out,37616.58
2021-01-10,expense,Payment,5223.68
2021-01-10,expense,Cash_out,53659.58
2021-01-10,expense,Payment,9855.26
2021-01-10,expense,Payment,12409.26
2021-01-10,expense,Payment,10384.27
2021-01-10,expense,Cash_out,366090.24
2021-01-10,expense,Cash_out,50789.01
