date,transaction_type,category,amount
2021-01-08,expense,Cash_out,225943.79
2021-01-08,expense,Cash_out,570611.09
2021-01-08,expense,Cash_out,277121.51
2021-01-08,expense,Cash_out,124225.24
2021-01-08,expense,Cash_out,197394.47
2021-01-08,expense,Cash_out,132999.86
2021-01-08,expense,Cash_out,66722.82
2021-01-08,expense,Cash_out,28878.98
2021-01-08,expense,Cash_out,172890.69
2021-01-08,expense,Cash_out,18883.9
2021-01-08,expense,Cash_out,140267.38
2021-01-08,expense,Cash_out,24043.72
2021-01-08,expense,Cash_out,100999.58
2021-01-08,expense,Cash_out,146868.94
2021-01-08,expense,Cash_out,31808.64
2021-01-08,expense,Cash_out,189907.65
2021-01-08,expense,Cash_out,146668.91
2021-01-08,expense,Cash_out,263544.23
2021-01-08,expense,Cash_out,69457.27
2021-01-08,income,Cash_in,38132.32
2021-01-08,expense,Cash_out,430635.91
2021-01-08,expense,Payment,28083.29
2021-01-08,expense,Payment,25900.66
2021-01-08,expense,Payment,765.79
2021-01-08,expense,Cash_out,252633.42
2021-01-08,expense,Payment,13031.63
2021-01-08,expense,Payment,20968.55
2021-01-08,expense,Payment,5791.23
2021-01-08,expense,Payment,4295.21
2021-01-08,expense,Payment,13823.21
2021-01-08,expense,Payment,50195.55
2021-01-08,expense,Payment,5203.11
2021-01-08,expense,Payment,10245.31
2021-01-08,expense,Payment,15714.25
2021-01-08,expense,Payment,10134.96
2021-01-08,expense,Payment,1693.15
2021-01-08,expense,Payment,15308.94
2021-01-08,expense,Payment,17542.32
2021-01-08,expense,Payment,7480.65
2021-01-08,expense,Payment,5289.0
2021-01-08,expense,Payment,3650.58
2021-01-08,expense,Cash_out,109242.85
2021-01-08,expense,Cash_out,299229.68
2021-01-08,expense,Payment,5266.72
2021-01-08,expense,Payment,4046.83
2021-01-08,expense,Transfer,2307120.44
2021-01-08,expense,Payment,6843.22
2021-01-08,expense,Payment,230.83
2021-01-08,expense,Transfer,1321660.45
2021-01-08,expense,Transfer,630150.81
2021-01-08,expense,Transfer,861949.96
2021-01-08,expense,Payment,12123.31
2021-01-08,income,Cash_in,64902.86
2021-01-08,expense,Payment,8319.58
2021-01-08,expense,Payment,6726.01
2021-01-08,expense,Payment,101.2
2021-01-08,expense,Payment,5075.37
2021-01-08,expense,Payment,7728.58
2021-01-08,expense,Payment,10853.46
2021-01-08,expense,Cash_out,127306.68
2021-01-08,expense,Payment,1129.23
2021-01-08,expense,Transfer,1222279.87
2021-01-08,expense,Payment,212.79
2021-01-08,income,Cash_in,94130.14
2021-01-08,income,Cash_in,71687.5
2021-01-08,income,Cash_in,576787.17
2021-01-08,income,Cash_in,153079.09
2021-01-08,income,Cash_in,129039.36
2021-01-08,income,Cash_in,322787.66
2021-01-08,income,Cash_in,284787.74
2021-01-08,income,Cash_in,53112.63
2021-01-08,income,Cash_in,371020.62
2021-01-08,income,Cash_in,158702.09
2021-01-08,income,Cash_in,27076.62
2021-01-08,income,Cash_in,198556.25
2021-01-08,income,Cash_in,129362.51
2021-01-08,income,Cash_in,161135.92
2021-01-08,income,Cash_in,42926.94
2021-01-08,income,Cash_in,152011.66
2021-01-08,income,Cash_in,383519.77
2021-01-08,expense,Payment,4722.37
2021-01-08,expense,Payment,22956.64
2021-01-08,expense,Payment,18163.33
2021-01-08,expense,Cash_out,18607.57
2021-01-08,expense,Transfer,675555.71
2021-01-08,expense,Transfer,934641.91
2021-01-08,income,Cash_in,298215.18
2021-01-08,expense,Payment,11645.48
2021-01-08,expense,Cash_out,138920.74
2021-01-08,expense,Payment,5209.45
2021-01-08,expense,Payment,22573.68
2021-01-08,expense,Payment,15719.36
2021-01-08,income,Cash_in,45374.62
2021-01-08,expense,Payment,4281.8
2021-01-08,expense,Payment,310.71
2021-01-08,expense,Transfer,300897.88
2021-01-08,expense,Payment,1621.24
2021-01-08,expense,Payment,14914.91
2021-01-08,expense,Cash_out,115159.66
2021-01-08,expense,Payment,1719.82
2021-01-08,expense,Payment,10281.41
2021-01-08,income,Cash_in,128964.88
2021-01-08,expense,Transfer,1053325.99
2021-01-08,expense,Payment,16377.73
2021-01-08,expense,Payment,6933.5
2021-01-08,expense,Payment,11568.6
2021-01-08,expense,Payment,4843.32
2021-01-08,expense,Payment,8620.91
