date,transaction_type,category,amount
2021-01-11,expense,Payment,18920.95
2021-01-11,expense,Cash_out,18267.76
2021-01-11,expense,Payment,23890.42
2021-01-11,expense,Payment,7484.61
2021-01-11,expense,Payment,520.13
2021-01-11,expense,Transfer,922720.49
2021-01-11,expense,Cash_out,49526.4
2021-01-11,expense,Payment,19985.66
2021-01-11,expense,Payment,12886.93
2021-01-11,expense,Transfer,2973423.49
2021-01-11,expense,Payment,16129.94
2021-01-11,expense,Payment,2395.59
2021-01-11,expense,Debit,3320.74
2021-01-11,expense,Cash_out,474501.85
2021-01-11,expense,Cash_out,735258.57
2021-01-11,income,Cash_in,296673.83
2021-01-11,expense,Cash_out,135990.64
2021-01-11,expense,Payment,15338.28
2021-01-11,expense,Payment,20094.09
2021-01-11,expense,Payment,5391.17
2021-01-11,expense,Payment,17343.45
2021-01-11,expense,Payment,6487.96
2021-01-11,expense,Payment,35857.44
2021-01-11,expense,Payment,6103.24
2021-01-11,expense,Payment,21220.01
2021-01-11,expense,Payment,19494.49
2021-01-11,expense,Payment,15203.07
2021-01-11,expense,Payment,2539.43
2021-01-11,expense,Payment,19949.81
2021-01-11,expense,Payment,1425.96
2021-01-11,expense,Payment,1756.81
2021-01-11,expense,Payment,15.11
2021-01-11,expense,Payment,20476.29
2021-01-11,expense,Payment,26316.45
2021-01-11,expense,Payment,27736.87
2021-01-11,expense,Payment,8347.18
2021-01-11,expense,Cash_out,42027.06
2021-01-11,expense,Cash_out,463291.87
2021-01-11,income,Cash_in,438082.97
2021-01-11,expense,Payment,13712.29
2021-01-11,expense,Cash_out,502396.31
2021-01-11,expense,Payment,7944.43
2021-01-11,income,Cash_in,128651.99
2021-01-11,expense,Payment,23276.71
2021-01-11,expense,Payment,2619.4
2021-01-11,expense,Payment,1442.41
2021-01-11,expense,Transfer,896421.89
2021-01-11,expense,Cash_out,433466.57
2021-01-11,expense,Cash_out,166076.06
2021-01-11,expense,Payment,5931.8
2021-01-11,expense,Payment,2932.09
2021-01-11,expense,Cash_out,393462.37
2021-01-11,expense,Cash_out,330146.4
2021-01-11,expense,Cash_out,175903.03
2021-01-11,expense,Cash_out,43884.96
2021-01-11,expense,Payment,16494.96
2021-01-11,expense,Cash_out,202733.24
2021-01-11,expense,Payment,7514.73
2021-01-11,expense,Payment,15338.64
2021-01-11,expense,Cash_out,704858.51
2021-01-11,expense,Cash_out,340098.66
2021-01-11,expense,Cash_out,387405.04
2021-01-11,expense,Cash_out,53084.13
2021-01-11,expense,Cash_out,93619.48
2021-01-11,expense,Cash_out,232800.53
2021-01-11,expense,Cash_out,23845.57
2021-01-11,expense,Cash_out,182322.74
2021-01-11,expense,Cash_out,21840.22
2021-01-11,expense,Cash_out,173897.48
2021-01-11,expense,Cash_out,174814.16
2021-01-11,expense,Cash_out,116033.03
