date,transaction_type,category,amount
2021-01-01,expense,Payment,2746.12
2021-01-01,expense,Payment,5256.18
2021-01-01,expense,Payment,2153.73
2021-01-01,expense,Payment,4378.75
2021-01-01,expense,Payment,16910.42
2021-01-01,expense,Payment,4195.41
2021-01-01,expense,Cash_out,247199.96
2021-01-01,expense,Payment,2505.99
2021-01-01,expense,Payment,5986.18
2021-01-01,expense,Payment,6794.37
2021-01-01,expense,Payment,5029.67
2021-01-01,expense,Payment,4489.66
2021-01-01,expense,Payment,5193.39
2021-01-01,expense,Debit,4188.03
2021-01-01,expense,Payment,4975.75
2021-01-01,expense,Transfer,91424.21
2021-01-01,expense,Payment,1780.48
2021-01-01,expense,Payment,2211.92
2021-01-01,expense,Payment,9245.27
2021-01-01,income,Cash_in,9467.87
2021-01-01,expense,Cash_out,519973.96
2021-01-01,expense,Payment,7071.42
2021-01-01,expense,Cash_out,166808.69
2021-01-01,expense,Payment,7852.4
2021-01-01,expense,Payment,4453.49
2021-01-01,expense,Payment,1880.05
2021-01-01,expense,Debit,8607.73
2021-01-01,expense,Payment,5111.72
2021-01-01,expense,Payment,232.74
2021-01-01,expense,Debit,8326.13
2021-01-01,expense,Payment,10169.55
2021-01-01,expense,Payment,4655.03
2021-01-01,expense,Payment,2732.73
2021-01-01,expense,Payment,6948.21
2021-01-01,expense,Transfer,92236.11
2021-01-01,expense,Transfer,104267.94
2021-01-01,expense,Transfer,176127.45
2021-01-01,expense,Transfer,94087.34
2021-01-01,expense,Transfer,172867.65
2021-01-01,expense,Transfer,277611.59
2021-01-01,expense,Transfer,1755646.72
2021-01-01,expense,Transfer,2441078.3
2021-01-01,expense,Transfer,1147953.82
2021-01-01,expense,Transfer,395709.23
2021-01-01,expense,Transfer,168001.93
2021-01-01,expense,Transfer,2032275.62
2021-01-01,expense,Transfer,44944.32
2021-01-01,expense,Transfer,957339.52
2021-01-01,expense,Transfer,459709.79
2021-01-01,expense,Transfer,637758.38
2021-01-01,expense,Debit,525.22
2021-01-01,expense,Payment,3847.27
2021-01-01,expense,Payment,14126.82
2021-01-01,expense,Payment,5478.51
2021-01-01,expense,Transfer,194351.55
2021-01-01,expense,Payment,1039.62
2021-01-01,expense,Cash_out,230943.69
2021-01-01,expense,Payment,6904.63
2021-01-01,expense,Payment,3065.84
2021-01-01,expense,Payment,5641.56
2021-01-01,expense,Payment,3422.04
2021-01-01,expense,Payment,1380.16
2021-01-01,expense,Payment,681.05
2021-01-01,expense,Payment,2064.02
2021-01-01,expense,Payment,12605.06
2021-01-01,expense,Payment,8923.42
2021-01-01,expense,Payment,7761.72
2021-01-01,expense,Payment,2274.37
2021-01-01,expense,Payment,10273.19
2021-01-01,expense,Payment,2673.52
2021-01-01,expense,Payment,6022.64
2021-01-01,expense,Debit,891.93
2021-01-01,expense,Payment,5055.22
2021-01-01,expense,Payment,5726.49
2021-01-01,expense,Payment,3738.25
2021-01-01,expense,Payment,3608.34
2021-01-01,expense,Payment,4050.19
2021-01-01,expense,Payment,8146.24
2021-01-01,expense,Payment,830.96
2021-01-01,expense,Payment,6292.23
2021-01-01,expense,Payment,969.76
2021-01-01,expense,Payment,9492.53
2021-01-01,expense,Payment,2565.39
2021-01-01,expense,Debit,2050.83
2021-01-01,expense,Payment,7199.26
2021-01-01,expense,Payment,5843.74
2021-01-01,expense,Cash_out,127143.23
2021-01-01,expense,Cash_out,276138.13
2021-01-01,expense,Payment,265.8
2021-01-01,expense,Payment,2211.53
2021-01-01,expense,Payment,5298.21
2021-01-01,expense,Payment,3904.44
2021-01-01,expense,Payment,3679.37
2021-01-01,expense,Cash_out,432168.02
2021-01-01,expense,Payment,8001.69
2021-01-01,expense,Payment,1361.26
2021-01-01,expense,Payment,3638.87
